X,Y,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,ObjectId
525099.973369243,6407405.65985274,2021/01/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,226
525099.973369243,6407405.65985274,2021/01/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,1,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,227
525099.973369243,6407405.65985274,2021/01/19 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,228
525099.973369243,6407405.65985274,2021/01/20 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,229
525099.973369243,6407405.65985274,2021/01/21 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,230
525099.973369243,6407405.65985274,2021/01/22 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,231
525099.973369243,6407405.65985274,2021/01/23 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,232
525099.973369243,6407405.65985274,2021/01/24 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,233
525099.973369243,6407405.65985274,2021/01/25 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,234
525099.973369243,6407405.65985274,2021/01/26 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,235
525099.973369243,6407405.65985274,2021/01/27 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,236
525099.973369243,6407405.65985274,2021/01/28 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,237
525099.973369243,6407405.65985274,2021/01/29 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,238
525099.973369243,6407405.65985274,2021/01/30 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,239
525099.973369243,6407405.65985274,2021/01/31 00:00:00+00,1,Bon,#50F0E6,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,1,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,240
525099.973369243,6407405.65985274,2021/02/01 00:00:00+00,1,Bon,#50F0E6,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,1,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,241
525099.973369243,6407405.65985274,2021/02/02 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,242
525099.973369243,6407405.65985274,2021/02/03 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,243
525099.973369243,6407405.65985274,2021/02/04 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,244
525099.973369243,6407405.65985274,2021/02/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,1,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,245
525099.973369243,6407405.65985274,2021/02/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,1,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,246
525099.973369243,6407405.65985274,2021/02/07 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,1,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,247
525099.973369243,6407405.65985274,2021/02/08 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,1,2,4,4.71705331768345,49.7750293409841,823755,6965357,2154,248
525099.973369243,6407405.65985274,2021/02/09 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,1,2,4,4.71705331768345,49.7750293409841,823755,6965357,2154,249
525099.973369243,6407405.65985274,2021/02/10 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,3,4.71705331768345,49.7750293409841,823755,6965357,2154,250
525099.973369243,6407405.65985274,2021/02/11 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,251
525099.973369243,6407405.65985274,2021/02/12 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,252
525099.973369243,6407405.65985274,2021/02/13 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,253
525099.973369243,6407405.65985274,2021/02/14 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,254
525099.973369243,6407405.65985274,2021/02/15 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,255
525099.973369243,6407405.65985274,2021/02/16 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,256
525099.973369243,6407405.65985274,2021/02/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,257
525099.973369243,6407405.65985274,2021/02/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,258
525099.973369243,6407405.65985274,2021/02/19 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,259
525099.973369243,6407405.65985274,2021/02/20 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,260
525099.973369243,6407405.65985274,2021/02/21 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,261
525099.973369243,6407405.65985274,2021/02/22 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,3,2,4.71705331768345,49.7750293409841,823755,6965357,2154,262
525099.973369243,6407405.65985274,2021/02/23 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,3,2,4.71705331768345,49.7750293409841,823755,6965357,2154,263
525099.973369243,6407405.65985274,2021/02/24 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,4,3,4.71705331768345,49.7750293409841,823755,6965357,2154,264
525099.973369243,6407405.65985274,2021/02/25 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,4,2,4.71705331768345,49.7750293409841,823755,6965357,2154,265
525099.973369243,6407405.65985274,2021/02/26 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,1,4.71705331768345,49.7750293409841,823755,6965357,2154,266
525099.973369243,6407405.65985274,2021/02/27 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,267
525099.973369243,6407405.65985274,2021/02/28 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,268
525099.973369243,6407405.65985274,2021/03/01 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,269
525099.973369243,6407405.65985274,2021/03/02 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,3,4,4.71705331768345,49.7750293409841,823755,6965357,2154,270
525099.973369243,6407405.65985274,2021/03/03 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,4,4,4.71705331768345,49.7750293409841,823755,6965357,2154,271
525099.973369243,6407405.65985274,2021/03/04 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,3,4,4.71705331768345,49.7750293409841,823755,6965357,2154,272
525099.973369243,6407405.65985274,2021/03/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,273
525099.973369243,6407405.65985274,2021/03/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,274
525099.973369243,6407405.65985274,2021/03/07 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,275
525099.973369243,6407405.65985274,2021/03/08 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,276
525099.973369243,6407405.65985274,2021/03/09 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,4,4.71705331768345,49.7750293409841,823755,6965357,2154,277
525099.973369243,6407405.65985274,2021/03/10 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,4,4.71705331768345,49.7750293409841,823755,6965357,2154,278
525099.973369243,6407405.65985274,2021/03/11 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,279
525099.973369243,6407405.65985274,2021/03/12 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,280
525099.973369243,6407405.65985274,2021/03/13 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,281
525099.973369243,6407405.65985274,2021/03/14 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,282
525099.973369243,6407405.65985274,2021/03/15 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,283
525099.973369243,6407405.65985274,2021/03/16 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,284
525099.973369243,6407405.65985274,2021/03/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,285
525099.973369243,6407405.65985274,2021/03/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,286
525099.973369243,6407405.65985274,2021/03/19 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,287
525099.973369243,6407405.65985274,2021/03/20 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,288
525099.973369243,6407405.65985274,2021/03/21 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,289
525099.973369243,6407405.65985274,2021/03/22 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,290
525099.973369243,6407405.65985274,2021/03/23 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,3,4.71705331768345,49.7750293409841,823755,6965357,2154,291
525099.973369243,6407405.65985274,2021/03/24 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,3,4,4.71705331768345,49.7750293409841,823755,6965357,2154,292
525099.973369243,6407405.65985274,2021/03/25 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,3,3,4.71705331768345,49.7750293409841,823755,6965357,2154,293
525099.973369243,6407405.65985274,2021/03/26 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,294
525099.973369243,6407405.65985274,2021/03/27 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,295
525099.973369243,6407405.65985274,2021/03/28 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,296
525099.973369243,6407405.65985274,2021/03/29 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,297
525099.973369243,6407405.65985274,2021/03/30 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,298
525099.973369243,6407405.65985274,2021/03/31 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,3,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,299
525099.973369243,6407405.65985274,2021/04/01 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,3,3,2,4.71705331768345,49.7750293409841,823755,6965357,2154,300
525099.973369243,6407405.65985274,2021/04/02 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,301
525099.973369243,6407405.65985274,2021/04/03 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,302
525099.973369243,6407405.65985274,2021/04/04 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,303
525099.973369243,6407405.65985274,2021/04/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,304
525099.973369243,6407405.65985274,2021/04/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,305
525099.973369243,6407405.65985274,2021/04/07 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,306
525099.973369243,6407405.65985274,2021/04/08 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,307
525099.973369243,6407405.65985274,2021/04/09 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,2,1,3,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,308
525099.973369243,6407405.65985274,2021/04/10 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,309
525099.973369243,6407405.65985274,2021/04/11 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,310
525099.973369243,6407405.65985274,2021/04/12 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,311
449747.952402514,6317682.39015613,2021/07/14 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,51454,Reims,1,1,2,1,1,4.04015459644637,49.2517255352735,775740,6906283,2154,312
525099.973369243,6407405.65985274,2021/04/13 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,313
525099.973369243,6407405.65985274,2021/04/14 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,314
525099.973369243,6407405.65985274,2021/04/15 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,315
525099.973369243,6407405.65985274,2021/04/16 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,316
525099.973369243,6407405.65985274,2021/04/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,317
525099.973369243,6407405.65985274,2021/04/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,318
525099.973369243,6407405.65985274,2021/04/19 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,3,4.71705331768345,49.7750293409841,823755,6965357,2154,319
525099.973369243,6407405.65985274,2021/04/20 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,320
525099.973369243,6407405.65985274,2021/04/21 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,3,4.71705331768345,49.7750293409841,823755,6965357,2154,321
525099.973369243,6407405.65985274,2021/04/22 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,322
525099.973369243,6407405.65985274,2021/04/23 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,1,4.71705331768345,49.7750293409841,823755,6965357,2154,323
525099.973369243,6407405.65985274,2021/04/24 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,324
525099.973369243,6407405.65985274,2021/04/25 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,1,4.71705331768345,49.7750293409841,823755,6965357,2154,325
525099.973369243,6407405.65985274,2021/04/26 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,326
525099.973369243,6407405.65985274,2021/04/27 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,1,4.71705331768345,49.7750293409841,823755,6965357,2154,327
525099.973369243,6407405.65985274,2021/04/28 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,1,4.71705331768345,49.7750293409841,823755,6965357,2154,328
525099.973369243,6407405.65985274,2021/04/29 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,329
525099.973369243,6407405.65985274,2021/04/30 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,330
525099.973369243,6407405.65985274,2021/05/01 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,2,2,4.71705331768345,49.7750293409841,823755,6965357,2154,331
525099.973369243,6407405.65985274,2021/05/02 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,332
525099.973369243,6407405.65985274,2021/05/03 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,3,1,2,4.71705331768345,49.7750293409841,823755,6965357,2154,333
525099.973369243,6407405.65985274,2021/05/04 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,334
525099.973369243,6407405.65985274,2021/05/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,335
525099.973369243,6407405.65985274,2021/05/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,336
525099.973369243,6407405.65985274,2021/05/07 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,8105,Charleville-Mézières,1,1,2,1,1,4.71705331768345,49.7750293409841,823755,6965357,2154,337
