X,Y,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,ObjectId
454009.792700605,6156363.30418946,2021/01/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,11
454009.792700605,6156363.30418946,2021/01/07 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,1,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,12
454009.792700605,6156363.30418946,2021/01/08 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,1,2,3,4.07843935922889,48.2967325837441,779977,6800146,2154,13
454009.792700605,6156363.30418946,2021/01/09 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,14
454009.792700605,6156363.30418946,2021/01/10 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,15
454009.792700605,6156363.30418946,2021/01/11 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,1,2,3,4.07843935922889,48.2967325837441,779977,6800146,2154,16
454009.792700605,6156363.30418946,2021/01/12 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,17
454009.792700605,6156363.30418946,2021/01/13 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,18
454009.792700605,6156363.30418946,2021/01/14 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,19
454009.792700605,6156363.30418946,2021/01/15 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,20
454009.792700605,6156363.30418946,2021/01/16 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,21
454009.792700605,6156363.30418946,2021/01/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,22
454009.792700605,6156363.30418946,2021/01/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,23
454009.792700605,6156363.30418946,2021/01/19 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,24
454009.792700605,6156363.30418946,2021/01/20 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,25
454009.792700605,6156363.30418946,2021/01/21 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,26
454009.792700605,6156363.30418946,2021/01/22 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,27
454009.792700605,6156363.30418946,2021/01/23 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,28
454009.792700605,6156363.30418946,2021/01/24 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,29
454009.792700605,6156363.30418946,2021/01/25 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,30
454009.792700605,6156363.30418946,2021/01/26 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,1,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,31
454009.792700605,6156363.30418946,2021/01/27 00:00:00+00,1,Bon,#50F0E6,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,32
454009.792700605,6156363.30418946,2021/01/28 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,33
454009.792700605,6156363.30418946,2021/01/29 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,34
454009.792700605,6156363.30418946,2021/01/30 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,35
454009.792700605,6156363.30418946,2021/01/31 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,36
454009.792700605,6156363.30418946,2021/02/01 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,37
454009.792700605,6156363.30418946,2021/02/02 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,38
454009.792700605,6156363.30418946,2021/02/03 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,39
454009.792700605,6156363.30418946,2021/02/04 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,40
454009.792700605,6156363.30418946,2021/02/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,41
454009.792700605,6156363.30418946,2021/02/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,42
454009.792700605,6156363.30418946,2021/02/07 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,43
454009.792700605,6156363.30418946,2021/02/08 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,2,3,4.07843935922889,48.2967325837441,779977,6800146,2154,44
454009.792700605,6156363.30418946,2021/02/09 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,1,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,45
454009.792700605,6156363.30418946,2021/02/10 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,3,4.07843935922889,48.2967325837441,779977,6800146,2154,46
454009.792700605,6156363.30418946,2021/02/11 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,47
454009.792700605,6156363.30418946,2021/02/12 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,48
454009.792700605,6156363.30418946,2021/02/13 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,49
454009.792700605,6156363.30418946,2021/02/14 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,50
454009.792700605,6156363.30418946,2021/02/15 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,51
454009.792700605,6156363.30418946,2021/02/16 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,52
454009.792700605,6156363.30418946,2021/02/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,53
454009.792700605,6156363.30418946,2021/02/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,54
454009.792700605,6156363.30418946,2021/02/19 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,55
454009.792700605,6156363.30418946,2021/02/20 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,56
454009.792700605,6156363.30418946,2021/02/21 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,57
454009.792700605,6156363.30418946,2021/02/22 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,58
454009.792700605,6156363.30418946,2021/02/23 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,3,2,4.07843935922889,48.2967325837441,779977,6800146,2154,59
454009.792700605,6156363.30418946,2021/02/24 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,1,4,3,4.07843935922889,48.2967325837441,779977,6800146,2154,60
454009.792700605,6156363.30418946,2021/02/25 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,4,2,4.07843935922889,48.2967325837441,779977,6800146,2154,61
454009.792700605,6156363.30418946,2021/02/26 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,1,4.07843935922889,48.2967325837441,779977,6800146,2154,62
454009.792700605,6156363.30418946,2021/02/27 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,63
454009.792700605,6156363.30418946,2021/02/28 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,64
454009.792700605,6156363.30418946,2021/03/01 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,65
454009.792700605,6156363.30418946,2021/03/02 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,3,4,4.07843935922889,48.2967325837441,779977,6800146,2154,66
454009.792700605,6156363.30418946,2021/03/03 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,3,4.07843935922889,48.2967325837441,779977,6800146,2154,67
454009.792700605,6156363.30418946,2021/03/04 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,68
454009.792700605,6156363.30418946,2021/03/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,69
454009.792700605,6156363.30418946,2021/03/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,70
454009.792700605,6156363.30418946,2021/03/07 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,71
454009.792700605,6156363.30418946,2021/03/08 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,4,4.07843935922889,48.2967325837441,779977,6800146,2154,72
454009.792700605,6156363.30418946,2021/03/09 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,4,4.07843935922889,48.2967325837441,779977,6800146,2154,73
454009.792700605,6156363.30418946,2021/03/10 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,4,4.07843935922889,48.2967325837441,779977,6800146,2154,74
454009.792700605,6156363.30418946,2021/03/11 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,75
454009.792700605,6156363.30418946,2021/03/12 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,76
454009.792700605,6156363.30418946,2021/03/13 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,77
454009.792700605,6156363.30418946,2021/03/14 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,78
454009.792700605,6156363.30418946,2021/03/15 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,79
454009.792700605,6156363.30418946,2021/03/16 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,80
454009.792700605,6156363.30418946,2021/03/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,81
454009.792700605,6156363.30418946,2021/03/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,82
454009.792700605,6156363.30418946,2021/03/19 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,83
454009.792700605,6156363.30418946,2021/03/20 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,84
454009.792700605,6156363.30418946,2021/03/21 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,85
454009.792700605,6156363.30418946,2021/03/22 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,86
454009.792700605,6156363.30418946,2021/03/23 00:00:00+00,4,Mauvais,#FF5050,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,4,4.07843935922889,48.2967325837441,779977,6800146,2154,87
454009.792700605,6156363.30418946,2021/03/24 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,88
454009.792700605,6156363.30418946,2021/03/25 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,89
454009.792700605,6156363.30418946,2021/03/26 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,90
454009.792700605,6156363.30418946,2021/03/27 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,91
454009.792700605,6156363.30418946,2021/03/28 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,92
454009.792700605,6156363.30418946,2021/03/29 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,3,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,93
454009.792700605,6156363.30418946,2021/03/30 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,3,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,94
454009.792700605,6156363.30418946,2021/03/31 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,3,2,1,4.07843935922889,48.2967325837441,779977,6800146,2154,95
454009.792700605,6156363.30418946,2021/04/01 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,2,1,3,2,3,4.07843935922889,48.2967325837441,779977,6800146,2154,96
454009.792700605,6156363.30418946,2021/04/02 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,97
454009.792700605,6156363.30418946,2021/04/03 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,98
454009.792700605,6156363.30418946,2021/04/04 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,99
454009.792700605,6156363.30418946,2021/04/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,2,4.07843935922889,48.2967325837441,779977,6800146,2154,100
454009.792700605,6156363.30418946,2021/07/15 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,101
454009.792700605,6156363.30418946,2021/07/16 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,102
454009.792700605,6156363.30418946,2021/07/17 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,1,4.07843935922889,48.2967325837441,779977,6800146,2154,103
454009.792700605,6156363.30418946,2021/07/18 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,104
454009.792700605,6156363.30418946,2021/07/19 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,2,2,1,4.07843935922889,48.2967325837441,779977,6800146,2154,105
454009.792700605,6156363.30418946,2021/07/20 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,3,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,106
454009.792700605,6156363.30418946,2021/07/21 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,3,2,2,4.07843935922889,48.2967325837441,779977,6800146,2154,107
454009.792700605,6156363.30418946,2021/07/22 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,3,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,108
454009.792700605,6156363.30418946,2021/07/23 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,3,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,109
454009.792700605,6156363.30418946,2021/07/24 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,10387,Troyes,1,1,3,1,1,4.07843935922889,48.2967325837441,779977,6800146,2154,110
487411.983359274,6268821.75657172,2021/01/01 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,51108,Châlons-en-Champagne,1,1,2,2,3,4.37849634314646,48.9643928068108,800931,6874708,2154,111
487411.983359274,6268821.75657172,2021/01/02 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,51108,Châlons-en-Champagne,1,1,1,1,2,4.37849634314646,48.9643928068108,800931,6874708,2154,112
487411.983359274,6268821.75657172,2021/01/03 00:00:00+00,3,Dégradé,#F0E641,2021/07/21 00:00:00+00,Atmo Grand Est,commune,51108,Châlons-en-Champagne,1,1,1,2,3,4.37849634314646,48.9643928068108,800931,6874708,2154,113
487411.983359274,6268821.75657172,2021/01/04 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,51108,Châlons-en-Champagne,1,1,1,1,2,4.37849634314646,48.9643928068108,800931,6874708,2154,114
487411.983359274,6268821.75657172,2021/01/05 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,51108,Châlons-en-Champagne,1,1,1,1,2,4.37849634314646,48.9643928068108,800931,6874708,2154,115
487411.983359274,6268821.75657172,2021/01/06 00:00:00+00,2,Moyen,#50CCAA,2021/07/21 00:00:00+00,Atmo Grand Est,commune,51108,Châlons-en-Champagne,1,1,1,1,2,4.37849634314646,48.9643928068108,800931,6874708,2154,116
