X,Y,FID,valeur,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur,x_lamb93,y_lamb93,date_ech,qualif
2.34683071345657,48.8618283899685,1,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,3,2,0,#84BF75,652080,6862620,2020/01/02 23:00:00+00,Bon
2.34683071345657,48.8618283899685,2,2,Airparif,UU,00851,Unité urbaine de Paris,2,1,2,2,0,#84BF75,652080,6862620,2020/01/01 23:00:00+00,Très bon
2.34683071345657,48.8618283899685,3,4,Airparif,UU,00851,Unité urbaine de Paris,2,1,1,4,0,#84BF75,652080,6862620,2019/12/31 23:00:00+00,Bon
2.34683071345657,48.8618283899685,4,8,Airparif,UU,00851,Unité urbaine de Paris,3,1,1,8,0,#D82517,652080,6862620,2019/12/30 23:00:00+00,Mauvais
2.34683071345657,48.8618283899685,5,7,Airparif,UU,00851,Unité urbaine de Paris,3,1,1,7,0,#F29400,652080,6862620,2019/12/29 23:00:00+00,Médiocre
2.34683071345657,48.8618283899685,6,5,Airparif,UU,00851,Unité urbaine de Paris,2,1,1,5,0,#F29400,652080,6862620,2019/12/28 23:00:00+00,Moyen
2.34683071345657,48.8618283899685,7,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,2,3,0,#84BF75,652080,6862620,2019/12/27 23:00:00+00,Bon
2.34683071345657,48.8618283899685,8,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,3,2,0,#84BF75,652080,6862620,2019/12/26 23:00:00+00,Bon
2.34683071345657,48.8618283899685,9,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,3,3,0,#84BF75,652080,6862620,2019/12/25 23:00:00+00,Bon
2.34683071345657,48.8618283899685,10,3,Airparif,UU,00851,Unité urbaine de Paris,3,1,3,2,0,#84BF75,652080,6862620,2019/12/24 23:00:00+00,Bon
2.34683071345657,48.8618283899685,11,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,3,3,0,#84BF75,652080,6862620,2019/12/23 23:00:00+00,Bon
2.34683071345657,48.8618283899685,12,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,3,3,0,#84BF75,652080,6862620,2019/12/22 23:00:00+00,Bon
2.34683071345657,48.8618283899685,13,3,Airparif,UU,00851,Unité urbaine de Paris,1,1,3,2,0,#84BF75,652080,6862620,2019/12/21 23:00:00+00,Bon
2.34683071345657,48.8618283899685,14,3,Airparif,UU,00851,Unité urbaine de Paris,1,1,3,2,0,#84BF75,652080,6862620,2019/12/20 23:00:00+00,Bon
2.34683071345657,48.8618283899685,15,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,3,2,0,#84BF75,652080,6862620,2019/12/19 23:00:00+00,Bon
2.34683071345657,48.8618283899685,16,3,Airparif,UU,00851,Unité urbaine de Paris,2,1,2,3,0,#84BF75,652080,6862620,2019/12/18 23:00:00+00,Bon
2.34683071345657,48.8618283899685,17,3,Airparif,UU,00851,Unité urbaine de Paris,3,1,2,3,0,#84BF75,652080,6862620,2019/12/17 23:00:00+00,Bon
2.34683071345657,48.8618283899685,18,3,Airparif,UU,00851,Unité urbaine de Paris,3,1,2,2,0,#84BF75,652080,6862620,2019/12/16 23:00:00+00,Bon
2.34683071345657,48.8618283899685,19,3,Airparif,UU,00851,Unité urbaine de Paris,3,1,3,2,0,#84BF75,652080,6862620,2019/12/15 23:00:00+00,Bon
2.34683071345657,48.8618283899685,20,4,Airparif,UU,00851,Unité urbaine de Paris,3,1,4,2,0,#84BF75,652080,6862620,2019/12/14 23:00:00+00,Bon
2.34683071345657,48.8618283899685,21,4,Airparif,UU,00851,Unité urbaine de Paris,3,1,4,3,0,#84BF75,652080,6862620,2019/12/13 23:00:00+00,Bon
