X,Y,FID,valeur,source,couleur,type_zone,code_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,lib_zone,date_ech,qualif
8.73873442867619,41.9367077839648,5919902,3,Qualitair Corse,#50CCAA,EPCI,2A004,2,3,3,3,0,ZAR AJACCIO,2021/01/05 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919903,3,Qualitair Corse,#50CCAA,EPCI,2B033,2,3,3,3,0,ZAR BASTIA,2021/01/05 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919904,3,Qualitair Corse,#50CCAA,EPCI,2A004,2,1,3,3,0,ZAR AJACCIO,2021/01/04 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919905,3,Qualitair Corse,#50CCAA,EPCI,2B033,1,1,3,3,0,ZAR BASTIA,2021/01/04 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919906,2,Qualitair Corse,#50F0E6,EPCI,2A004,1,1,2,2,0,ZAR AJACCIO,2021/01/03 12:00:00+00,Très bon
9.44742043925361,42.6993249607426,5919907,3,Qualitair Corse,#50CCAA,EPCI,2B033,3,2,3,3,0,ZAR BASTIA,2021/01/03 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919908,3,Qualitair Corse,#50CCAA,EPCI,2A004,3,1,2,3,0,ZAR AJACCIO,2021/01/02 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919909,3,Qualitair Corse,#50CCAA,EPCI,2B033,3,3,1,3,0,ZAR BASTIA,2021/01/02 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919910,3,Qualitair Corse,#50CCAA,EPCI,2A004,2,1,1,3,0,ZAR AJACCIO,2021/01/01 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919911,3,Qualitair Corse,#50CCAA,EPCI,2B033,2,3,3,3,0,ZAR BASTIA,2021/01/01 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919912,2,Qualitair Corse,#50F0E6,EPCI,2A004,1,2,1,2,0,ZAR AJACCIO,2020/12/31 12:00:00+00,Très bon
9.44742043925361,42.6993249607426,5919913,3,Qualitair Corse,#50CCAA,EPCI,2B033,2,3,1,3,0,ZAR BASTIA,2020/12/31 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919914,3,Qualitair Corse,#50CCAA,EPCI,2B096,2,3,2,3,0,ZR CORSE,2020/12/31 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919915,3,Qualitair Corse,#50CCAA,EPCI,2A004,1,3,1,3,0,ZAR AJACCIO,2020/12/30 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919916,3,Qualitair Corse,#50CCAA,EPCI,2B033,1,3,2,3,0,ZAR BASTIA,2020/12/30 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919917,3,Qualitair Corse,#50CCAA,EPCI,2B096,2,2,3,3,0,ZR CORSE,2020/12/30 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919918,3,Qualitair Corse,#50CCAA,EPCI,2A004,1,2,2,3,0,ZAR AJACCIO,2020/12/29 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919919,3,Qualitair Corse,#50CCAA,EPCI,2B033,2,2,1,3,0,ZAR BASTIA,2020/12/29 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919920,3,Qualitair Corse,#50CCAA,EPCI,2B096,2,1,1,3,0,ZR CORSE,2020/12/29 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919921,4,Qualitair Corse,#50CCAA,EPCI,2A004,4,2,4,4,0,ZAR AJACCIO,2020/12/28 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919922,3,Qualitair Corse,#50CCAA,EPCI,2B033,3,2,1,3,0,ZAR BASTIA,2020/12/28 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919923,4,Qualitair Corse,#50CCAA,EPCI,2B096,3,3,3,4,0,ZR CORSE,2020/12/28 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919924,3,Qualitair Corse,#50CCAA,EPCI,2A004,2,1,1,3,0,ZAR AJACCIO,2020/12/27 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919925,3,Qualitair Corse,#50CCAA,EPCI,2B033,3,2,1,3,0,ZAR BASTIA,2020/12/27 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919926,3,Qualitair Corse,#50CCAA,EPCI,2B096,3,1,1,3,0,ZR CORSE,2020/12/27 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919927,3,Qualitair Corse,#50CCAA,EPCI,2A004,1,3,1,3,0,ZAR AJACCIO,2020/12/26 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919928,3,Qualitair Corse,#50CCAA,EPCI,2B033,3,3,1,3,0,ZAR BASTIA,2020/12/26 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919929,3,Qualitair Corse,#50CCAA,EPCI,2B096,2,1,3,3,0,ZR CORSE,2020/12/26 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919930,3,Qualitair Corse,#50CCAA,EPCI,2A004,3,2,1,3,0,ZAR AJACCIO,2020/12/25 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919931,3,Qualitair Corse,#50CCAA,EPCI,2B033,1,1,1,3,0,ZAR BASTIA,2020/12/25 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919932,3,Qualitair Corse,#50CCAA,EPCI,2B096,3,1,1,3,0,ZR CORSE,2020/12/25 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919933,3,Qualitair Corse,#50CCAA,EPCI,2A004,3,1,3,3,0,ZAR AJACCIO,2020/12/24 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919934,3,Qualitair Corse,#50CCAA,EPCI,2B033,1,1,2,3,0,ZAR BASTIA,2020/12/24 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919935,3,Qualitair Corse,#50CCAA,EPCI,2B096,3,3,1,3,0,ZR CORSE,2020/12/24 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919936,3,Qualitair Corse,#50CCAA,EPCI,2A004,2,3,1,3,0,ZAR AJACCIO,2020/12/23 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919937,3,Qualitair Corse,#50CCAA,EPCI,2B033,1,3,1,3,0,ZAR BASTIA,2020/12/23 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919938,3,Qualitair Corse,#50CCAA,EPCI,2B096,2,2,1,3,0,ZR CORSE,2020/12/23 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919939,3,Qualitair Corse,#50CCAA,EPCI,2A004,3,1,2,3,0,ZAR AJACCIO,2020/12/22 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919940,3,Qualitair Corse,#50CCAA,EPCI,2B033,1,1,2,3,0,ZAR BASTIA,2020/12/22 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919941,3,Qualitair Corse,#50CCAA,EPCI,2B096,3,2,1,3,0,ZR CORSE,2020/12/22 12:00:00+00,Bon
8.73873442867619,41.9367077839648,5919942,3,Qualitair Corse,#50CCAA,EPCI,2A004,3,3,2,3,0,ZAR AJACCIO,2020/12/21 12:00:00+00,Bon
9.44742043925361,42.6993249607426,5919943,3,Qualitair Corse,#50CCAA,EPCI,2B033,2,1,1,3,0,ZAR BASTIA,2020/12/21 12:00:00+00,Bon
9.19005181165471,42.2360584904372,5919944,3,Qualitair Corse,#50CCAA,EPCI,2B096,1,2,1,3,0,ZR CORSE,2020/12/21 12:00:00+00,Bon
