FID,id,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom
ind_bfc.179845,179845,2021-03-01T00:00:00Z,2,Moyen,#50ccaa,2021-03-03T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179846,179846,2021-03-02T00:00:00Z,4,Mauvais,#ff5050,2021-03-03T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,2,1,2,2,4,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179847,179847,2021-03-03T00:00:00Z,4,Mauvais,#ff5050,2021-03-04T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,2,1,2,3,4,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179848,179848,2021-03-04T00:00:00Z,2,Moyen,#50ccaa,2021-03-05T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179849,179849,2021-03-05T00:00:00Z,2,Moyen,#50ccaa,2021-03-06T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,1,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179850,179850,2021-03-06T00:00:00Z,2,Moyen,#50ccaa,2021-03-07T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179851,179851,2021-03-07T00:00:00Z,2,Moyen,#50ccaa,2021-03-08T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179852,179852,2021-03-08T00:00:00Z,2,Moyen,#50ccaa,2021-03-09T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179853,179853,2021-03-09T00:00:00Z,2,Moyen,#50ccaa,2021-03-10T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179854,179854,2021-03-10T00:00:00Z,2,Moyen,#50ccaa,2021-03-11T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179855,179855,2021-03-11T00:00:00Z,2,Moyen,#50ccaa,2021-03-12T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179856,179856,2021-03-12T00:00:00Z,2,Moyen,#50ccaa,2021-03-13T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179857,179857,2021-03-13T00:00:00Z,2,Moyen,#50ccaa,2021-03-14T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179858,179858,2021-03-14T00:00:00Z,2,Moyen,#50ccaa,2021-03-15T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179859,179859,2021-03-15T00:00:00Z,2,Moyen,#50ccaa,2021-03-16T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179860,179860,2021-03-16T00:00:00Z,2,Moyen,#50ccaa,2021-03-17T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179861,179861,2021-03-17T00:00:00Z,2,Moyen,#50ccaa,2021-03-18T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179862,179862,2021-03-18T00:00:00Z,2,Moyen,#50ccaa,2021-03-19T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179863,179863,2021-03-19T00:00:00Z,2,Moyen,#50ccaa,2021-03-20T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179864,179864,2021-03-20T00:00:00Z,2,Moyen,#50ccaa,2021-03-21T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179865,179865,2021-03-21T00:00:00Z,2,Moyen,#50ccaa,2021-03-22T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179866,179866,2021-03-22T00:00:00Z,2,Moyen,#50ccaa,2021-03-23T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179867,179867,2021-03-23T00:00:00Z,2,Moyen,#50ccaa,2021-03-23T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179868,179868,2021-03-24T00:00:00Z,2,Moyen,#50ccaa,2021-03-25T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179869,179869,2021-03-25T00:00:00Z,3,Dégradé,#f0e641,2021-03-26T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179870,179870,2021-03-26T00:00:00Z,2,Moyen,#50ccaa,2021-03-27T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179871,179871,2021-03-27T00:00:00Z,2,Moyen,#50ccaa,2021-03-28T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179872,179872,2021-03-28T00:00:00Z,2,Moyen,#50ccaa,2021-03-29T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179873,179873,2021-03-29T00:00:00Z,3,Dégradé,#f0e641,2021-03-30T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179874,179874,2021-03-30T00:00:00Z,3,Dégradé,#f0e641,2021-03-31T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,2,1,3,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179875,179875,2021-03-31T00:00:00Z,3,Dégradé,#f0e641,2021-04-01T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,2,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179876,179876,2021-04-01T00:00:00Z,3,Dégradé,#f0e641,2021-04-02T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,2,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179877,179877,2021-04-02T00:00:00Z,2,Moyen,#50ccaa,2021-04-03T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179878,179878,2021-04-03T00:00:00Z,2,Moyen,#50ccaa,2021-04-04T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179879,179879,2021-04-04T00:00:00Z,2,Moyen,#50ccaa,2021-04-05T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179880,179880,2021-04-05T00:00:00Z,2,Moyen,#50ccaa,2021-04-06T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179881,179881,2021-04-06T00:00:00Z,2,Moyen,#50ccaa,2021-04-07T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179882,179882,2021-04-07T00:00:00Z,2,Moyen,#50ccaa,2021-04-08T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179883,179883,2021-04-08T00:00:00Z,2,Moyen,#50ccaa,2021-04-09T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179884,179884,2021-04-09T00:00:00Z,2,Moyen,#50ccaa,2021-04-10T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179885,179885,2021-04-10T00:00:00Z,2,Moyen,#50ccaa,2021-04-11T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179886,179886,2021-04-11T00:00:00Z,2,Moyen,#50ccaa,2021-04-12T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179887,179887,2021-04-12T00:00:00Z,2,Moyen,#50ccaa,2021-04-13T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179888,179888,2021-04-13T00:00:00Z,2,Moyen,#50ccaa,2021-04-14T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179889,179889,2021-04-14T00:00:00Z,2,Moyen,#50ccaa,2021-04-15T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179890,179890,2021-04-15T00:00:00Z,2,Moyen,#50ccaa,2021-04-16T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179891,179891,2021-04-16T00:00:00Z,2,Moyen,#50ccaa,2021-04-17T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179892,179892,2021-04-17T00:00:00Z,2,Moyen,#50ccaa,2021-04-18T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179893,179893,2021-04-18T00:00:00Z,2,Moyen,#50ccaa,2021-04-19T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179894,179894,2021-04-19T00:00:00Z,2,Moyen,#50ccaa,2021-04-20T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179895,179895,2021-04-20T00:00:00Z,2,Moyen,#50ccaa,2021-04-21T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179896,179896,2021-04-21T00:00:00Z,3,Dégradé,#f0e641,2021-04-22T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179897,179897,2021-04-22T00:00:00Z,3,Dégradé,#f0e641,2021-04-23T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,2,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179898,179898,2021-04-23T00:00:00Z,2,Moyen,#50ccaa,2021-04-24T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179899,179899,2021-04-24T00:00:00Z,3,Dégradé,#f0e641,2021-04-25T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179900,179900,2021-04-25T00:00:00Z,3,Dégradé,#f0e641,2021-04-26T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179901,179901,2021-04-26T00:00:00Z,2,Moyen,#50ccaa,2021-04-27T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,2,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179902,179902,2021-04-27T00:00:00Z,3,Dégradé,#f0e641,2021-04-28T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179903,179903,2021-04-28T00:00:00Z,2,Moyen,#50ccaa,2021-04-29T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179904,179904,2021-04-29T00:00:00Z,2,Moyen,#50ccaa,2021-04-30T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179905,179905,2021-04-30T00:00:00Z,2,Moyen,#50ccaa,2021-05-01T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179906,179906,2021-05-01T00:00:00Z,2,Moyen,#50ccaa,2021-05-02T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179907,179907,2021-05-02T00:00:00Z,2,Moyen,#50ccaa,2021-05-03T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,2,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179908,179908,2021-05-03T00:00:00Z,3,Dégradé,#f0e641,2021-05-04T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179909,179909,2021-05-04T00:00:00Z,3,Dégradé,#f0e641,2021-05-05T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179910,179910,2021-05-05T00:00:00Z,2,Moyen,#50ccaa,2021-05-06T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179911,179911,2021-05-06T00:00:00Z,2,Moyen,#50ccaa,2021-05-07T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179912,179912,2021-05-07T00:00:00Z,2,Moyen,#50ccaa,2021-05-08T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179913,179913,2021-05-08T00:00:00Z,2,Moyen,#50ccaa,2021-05-09T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179914,179914,2021-05-09T00:00:00Z,2,Moyen,#50ccaa,2021-05-10T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179915,179915,2021-05-10T00:00:00Z,2,Moyen,#50ccaa,2021-05-11T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179916,179916,2021-05-11T00:00:00Z,2,Moyen,#50ccaa,2021-05-12T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179917,179917,2021-05-12T00:00:00Z,2,Moyen,#50ccaa,2021-05-13T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179918,179918,2021-05-13T00:00:00Z,2,Moyen,#50ccaa,2021-05-14T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179919,179919,2021-05-14T00:00:00Z,2,Moyen,#50ccaa,2021-05-15T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179920,179920,2021-05-15T00:00:00Z,2,Moyen,#50ccaa,2021-05-16T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179921,179921,2021-05-16T00:00:00Z,2,Moyen,#50ccaa,2021-05-17T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179922,179922,2021-05-17T00:00:00Z,2,Moyen,#50ccaa,2021-05-18T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179923,179923,2021-05-18T00:00:00Z,2,Moyen,#50ccaa,2021-05-19T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179924,179924,2021-05-19T00:00:00Z,2,Moyen,#50ccaa,2021-05-20T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179925,179925,2021-05-20T00:00:00Z,2,Moyen,#50ccaa,2021-05-21T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179926,179926,2021-05-21T00:00:00Z,2,Moyen,#50ccaa,2021-05-22T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179927,179927,2021-05-22T00:00:00Z,2,Moyen,#50ccaa,2021-05-23T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179928,179928,2021-05-23T00:00:00Z,2,Moyen,#50ccaa,2021-05-24T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179929,179929,2021-05-24T00:00:00Z,2,Moyen,#50ccaa,2021-05-25T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179930,179930,2021-05-25T00:00:00Z,2,Moyen,#50ccaa,2021-05-26T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179931,179931,2021-05-26T00:00:00Z,2,Moyen,#50ccaa,2021-05-27T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179932,179932,2021-05-27T00:00:00Z,2,Moyen,#50ccaa,2021-05-28T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179933,179933,2021-05-28T00:00:00Z,2,Moyen,#50ccaa,2021-05-29T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179934,179934,2021-05-29T00:00:00Z,3,Dégradé,#f0e641,2021-05-30T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179935,179935,2021-05-30T00:00:00Z,2,Moyen,#50ccaa,2021-05-31T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179936,179936,2021-05-31T00:00:00Z,3,Dégradé,#f0e641,2021-06-01T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179937,179937,2021-06-01T00:00:00Z,3,Dégradé,#f0e641,2021-06-02T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179938,179938,2021-06-02T00:00:00Z,3,Dégradé,#f0e641,2021-06-03T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179939,179939,2021-06-03T00:00:00Z,2,Moyen,#50ccaa,2021-06-04T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179940,179940,2021-06-04T00:00:00Z,2,Moyen,#50ccaa,2021-06-05T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179941,179941,2021-06-05T00:00:00Z,2,Moyen,#50ccaa,2021-06-06T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179942,179942,2021-06-06T00:00:00Z,2,Moyen,#50ccaa,2021-06-07T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179943,179943,2021-06-07T00:00:00Z,2,Moyen,#50ccaa,2021-06-08T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179944,179944,2021-06-08T00:00:00Z,2,Moyen,#50ccaa,2021-06-09T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,2,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179945,179945,2021-06-09T00:00:00Z,3,Dégradé,#f0e641,2021-06-10T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
ind_bfc.179946,179946,2021-06-10T00:00:00Z,3,Dégradé,#f0e641,2021-06-11T00:00:00Z,ATMO Bourgogne-Franche-Comté,commune,25207,Dung,1,1,3,1,1,6.752,47.50465,982332,6718296,2154,POINT (982331.6997524335 6718295.700470427)
