X,Y,date_ech,valeur,source,qualif,couleur,lib_zone,x_wgs84,y_wgs84,the_geom,code_zone,type_zone,val_so2,val_no2,val_o3,val_pm10,val_pm25,id,ObjectId
207996.0157676,6612807.4664509,2020/03/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,4,3,0,41822,1023
252130.854282409,6580252.15296222,2020/03/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,3,0,44063,1024
365014.383921328,6419907.29480295,2020/03/20 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,6,0,44437,1025
342672.562119118,6512347.09158884,2020/03/20 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,3,5,0,42570,1026
391162.21911376,6509188.04991023,2020/03/20 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,3,5,0,44811,1027
276533.199859203,6318360.23321337,2020/03/20 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,2,7,0,42196,1028
179218.814202631,6573672.10147548,2020/03/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,3,0,41077,1029
308145.708854676,6496529.06879057,2020/03/20 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,0,5,0,40708,1030
440968.785684487,6495501.15758161,2020/03/20 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,3,5,0,43692,1031
294309.80934398,6538555.99784649,2020/03/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,4,0,41448,1032
308145.708854676,6496529.06879057,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,0,2,0,40709,1033
294309.80934398,6538555.99784649,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,2,0,41449,1034
276533.199859203,6318360.23321337,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,3,2,0,42197,1035
254308.263522326,6428768.19464686,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,2,0,40335,1036
179218.814202631,6573672.10147548,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,2,0,41078,1037
391162.21911376,6509188.04991023,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,3,2,0,44812,1038
339168.224548946,6556262.08622229,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,3,2,0,43319,1039
342672.562119118,6512347.09158884,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,3,3,0,42571,1040
252130.854282409,6580252.15296222,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,3,0,44064,1041
207996.0157676,6612807.4664509,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,3,3,0,41823,1042
263920.701552325,6626460.49089984,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,3,3,0,42945,1043
365014.383921328,6419907.29480295,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,2,0,44438,1044
440968.785684487,6495501.15758161,2020/03/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,3,2,0,43693,1045
254308.263522326,6428768.19464686,2020/03/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,2,0,40336,1046
263920.701552325,6626460.49089984,2020/03/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,2,0,42946,1047
179218.814202631,6573672.10147548,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,2,0,41079,1048
308145.708854676,6496529.06879057,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,0,2,0,40710,1049
342672.562119118,6512347.09158884,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,3,2,0,42572,1050
339168.224548946,6556262.08622229,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,3,2,0,43320,1051
294309.80934398,6538555.99784649,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,2,0,41450,1052
365014.383921328,6419907.29480295,2020/03/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,2,0,44439,1053
207996.0157676,6612807.4664509,2020/03/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,4,3,0,41824,1054
276533.199859203,6318360.23321337,2020/03/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,2,0,42198,1055
252130.854282409,6580252.15296222,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,2,0,44065,1056
440968.785684487,6495501.15758161,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,3,1,0,43694,1057
391162.21911376,6509188.04991023,2020/03/22 00:00:00+00,3,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,3,2,0,44813,1058
263920.701552325,6626460.49089984,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,2,0,42947,1059
365014.383921328,6419907.29480295,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,2,0,44440,1060
440968.785684487,6495501.15758161,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,2,0,43695,1061
391162.21911376,6509188.04991023,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,2,0,44814,1062
252130.854282409,6580252.15296222,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,4,2,0,44066,1063
342672.562119118,6512347.09158884,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,2,0,42573,1064
179218.814202631,6573672.10147548,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,2,0,41080,1065
207996.0157676,6612807.4664509,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,4,3,0,41825,1066
294309.80934398,6538555.99784649,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,41451,1067
339168.224548946,6556262.08622229,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,3,0,43321,1068
276533.199859203,6318360.23321337,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,2,0,42199,1069
308145.708854676,6496529.06879057,2020/03/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,0,2,0,40711,1070
254308.263522326,6428768.19464686,2020/03/23 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,2,0,40337,1071
252130.854282409,6580252.15296222,2020/03/24 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,3,3,0,44067,1072
342672.562119118,6512347.09158884,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,4,3,0,42574,1073
254308.263522326,6428768.19464686,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,3,0,40338,1074
365014.383921328,6419907.29480295,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,2,0,44441,1075
391162.21911376,6509188.04991023,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,4,3,0,44815,1076
263920.701552325,6626460.49089984,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,4,3,0,42948,1077
276533.199859203,6318360.23321337,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,2,0,42200,1078
339168.224548946,6556262.08622229,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,4,3,0,43322,1079
294309.80934398,6538555.99784649,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,4,3,0,41452,1080
207996.0157676,6612807.4664509,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,4,4,0,41826,1081
179218.814202631,6573672.10147548,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,3,0,41081,1082
440968.785684487,6495501.15758161,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,4,2,0,43696,1083
308145.708854676,6496529.06879057,2020/03/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,0,3,0,40712,1084
365014.383921328,6419907.29480295,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,4,4,0,44442,1085
276533.199859203,6318360.23321337,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,4,0,42201,1086
207996.0157676,6612807.4664509,2020/03/25 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,4,5,0,41827,1087
179218.814202631,6573672.10147548,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,4,4,0,41082,1088
294309.80934398,6538555.99784649,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,4,4,0,41453,1089
263920.701552325,6626460.49089984,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,4,0,42949,1090
308145.708854676,6496529.06879057,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,4,0,40713,1091
342672.562119118,6512347.09158884,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,4,4,0,42575,1092
391162.21911376,6509188.04991023,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,4,0,44816,1093
440968.785684487,6495501.15758161,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,4,4,0,43697,1094
339168.224548946,6556262.08622229,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,4,4,0,43323,1095
252130.854282409,6580252.15296222,2020/03/25 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,3,5,0,44068,1096
254308.263522326,6428768.19464686,2020/03/25 00:00:00+00,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,4,0,40339,1097
440968.785684487,6495501.15758161,2020/03/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,5,0,43698,1098
207996.0157676,6612807.4664509,2020/03/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,4,6,0,41828,1099
276533.199859203,6318360.23321337,2020/03/26 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,4,0,42202,1100
391162.21911376,6509188.04991023,2020/03/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,5,0,44817,1101
339168.224548946,6556262.08622229,2020/03/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,5,0,43324,1102
252130.854282409,6580252.15296222,2020/03/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,4,6,0,44069,1103
254308.263522326,6428768.19464686,2020/03/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,5,0,40340,1104
308145.708854676,6496529.06879057,2020/03/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,6,0,40714,1105
263920.701552325,6626460.49089984,2020/03/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,6,0,42950,1106
294309.80934398,6538555.99784649,2020/03/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,4,5,0,41454,1107
179218.814202631,6573672.10147548,2020/03/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,5,0,41083,1108
365014.383921328,6419907.29480295,2020/03/26 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,4,0,44443,1109
342672.562119118,6512347.09158884,2020/03/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,5,0,42576,1110
342672.562119118,6512347.09158884,2020/03/27 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,4,8,0,42577,1111
339168.224548946,6556262.08622229,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,3,7,0,43325,1112
276533.199859203,6318360.23321337,2020/03/27 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,6,0,42203,1113
252130.854282409,6580252.15296222,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,7,0,44070,1114
440968.785684487,6495501.15758161,2020/03/27 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,6,0,43699,1115
254308.263522326,6428768.19464686,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,7,0,40341,1116
365014.383921328,6419907.29480295,2020/03/27 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,4,8,0,44444,1117
263920.701552325,6626460.49089984,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,7,0,42951,1118
179218.814202631,6573672.10147548,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,7,0,41084,1119
308145.708854676,6496529.06879057,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,7,0,40715,1120
294309.80934398,6538555.99784649,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,7,0,41455,1121
207996.0157676,6612807.4664509,2020/03/27 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,4,8,0,41829,1122
391162.21911376,6509188.04991023,2020/03/27 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,7,0,44818,1123
263920.701552325,6626460.49089984,2020/03/28 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,5,7,0,42952,1124
308145.708854676,6496529.06879057,2020/03/28 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,8,0,40716,1125
254308.263522326,6428768.19464686,2020/03/28 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,7,0,40342,1126
365014.383921328,6419907.29480295,2020/03/28 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,5,6,0,44445,1127
179218.814202631,6573672.10147548,2020/03/28 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,5,6,0,41085,1128
294309.80934398,6538555.99784649,2020/03/28 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,7,0,41456,1129
342672.562119118,6512347.09158884,2020/03/28 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,8,0,42578,1130
207996.0157676,6612807.4664509,2020/03/28 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,5,7,0,41830,1131
276533.199859203,6318360.23321337,2020/03/28 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,5,8,0,42204,1132
391162.21911376,6509188.04991023,2020/03/28 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,5,8,0,44819,1133
339168.224548946,6556262.08622229,2020/03/28 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,7,0,43326,1134
252130.854282409,6580252.15296222,2020/03/28 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,4,6,0,44071,1135
440968.785684487,6495501.15758161,2020/03/28 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,5,7,0,43700,1136
440968.785684487,6495501.15758161,2020/03/29 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,3,0,43701,1137
391162.21911376,6509188.04991023,2020/03/29 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,3,0,44820,1138
339168.224548946,6556262.08622229,2020/03/29 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,3,0,43327,1139
276533.199859203,6318360.23321337,2020/03/29 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,3,0,42205,1140
263920.701552325,6626460.49089984,2020/03/29 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,5,0,42953,1141
254308.263522326,6428768.19464686,2020/03/29 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,3,0,40343,1142
207996.0157676,6612807.4664509,2020/03/29 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,5,0,41831,1143
179218.814202631,6573672.10147548,2020/03/29 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,3,0,41086,1144
308145.708854676,6496529.06879057,2020/03/29 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,3,0,40717,1145
