X,Y,date_ech,valeur,source,qualif,couleur,lib_zone,x_wgs84,y_wgs84,the_geom,code_zone,type_zone,val_so2,val_no2,val_o3,val_pm10,val_pm25,id,ObjectId
342672.562119118,6512347.09158884,2020/01/03 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,3,2,0,42493,30
391162.21911376,6509188.04991023,2020/01/03 00:00:00+00,3,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,3,2,0,44734,31
207996.0157676,6612807.4664509,2020/01/03 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,4,3,0,41745,32
365014.383921328,6419907.29480295,2020/01/03 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,2,0,44360,33
339168.224548946,6556262.08622229,2020/01/03 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,3,2,0,43241,34
276533.199859203,6318360.23321337,2020/01/03 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,3,2,0,42119,35
308145.708854676,6496529.06879057,2020/01/03 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,3,3,0,40631,36
440968.785684487,6495501.15758161,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,2,3,0,43616,37
294309.80934398,6538555.99784649,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,3,0,41372,38
391162.21911376,6509188.04991023,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,3,2,0,44735,39
308145.708854676,6496529.06879057,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,3,3,0,40632,40
276533.199859203,6318360.23321337,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,3,2,0,42120,41
365014.383921328,6419907.29480295,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,3,0,44361,42
207996.0157676,6612807.4664509,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,3,3,0,41746,43
342672.562119118,6512347.09158884,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,3,3,0,42494,44
339168.224548946,6556262.08622229,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,3,3,0,43242,45
254308.263522326,6428768.19464686,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,3,2,0,40258,46
252130.854282409,6580252.15296222,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,2,0,43990,47
263920.701552325,6626460.49089984,2020/01/04 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,3,3,0,42868,48
342672.562119118,6512347.09158884,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,2,3,0,42495,49
252130.854282409,6580252.15296222,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,2,0,43991,50
276533.199859203,6318360.23321337,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,3,3,0,42121,51
339168.224548946,6556262.08622229,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,2,3,0,43243,52
263920.701552325,6626460.49089984,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,3,2,0,42869,53
207996.0157676,6612807.4664509,2020/01/05 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,4,2,0,41747,54
365014.383921328,6419907.29480295,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,3,3,0,44362,55
308145.708854676,6496529.06879057,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,3,3,0,40633,56
294309.80934398,6538555.99784649,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,2,0,41373,57
440968.785684487,6495501.15758161,2020/01/05 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,2,2,0,43617,58
254308.263522326,6428768.19464686,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,2,0,40259,59
391162.21911376,6509188.04991023,2020/01/05 00:00:00+00,3,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,2,3,0,44736,60
179218.814202631,6573672.10147548,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,3,0,41003,61
342672.562119118,6512347.09158884,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,3,3,0,42496,62
254308.263522326,6428768.19464686,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,3,2,3,0,40260,63
440968.785684487,6495501.15758161,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,3,2,0,43618,64
276533.199859203,6318360.23321337,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,3,2,3,0,42122,65
252130.854282409,6580252.15296222,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,3,2,0,43992,66
365014.383921328,6419907.29480295,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,3,3,0,44363,67
391162.21911376,6509188.04991023,2020/01/06 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,2,2,0,44737,68
263920.701552325,6626460.49089984,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,3,2,0,42870,69
207996.0157676,6612807.4664509,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,3,3,0,41748,70
339168.224548946,6556262.08622229,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,2,3,0,43244,71
308145.708854676,6496529.06879057,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,3,3,3,0,40634,72
294309.80934398,6538555.99784649,2020/01/06 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,3,2,0,41374,73
391162.21911376,6509188.04991023,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,2,4,0,44738,74
342672.562119118,6512347.09158884,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,2,4,0,42497,75
276533.199859203,6318360.23321337,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,2,4,0,42123,76
339168.224548946,6556262.08622229,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,3,2,4,0,43245,77
440968.785684487,6495501.15758161,2020/01/07 00:00:00+00,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,2,3,0,43619,78
263920.701552325,6626460.49089984,2020/01/07 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,3,3,3,0,42871,79
207996.0157676,6612807.4664509,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,3,4,0,41749,80
365014.383921328,6419907.29480295,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,2,4,0,44364,81
294309.80934398,6538555.99784649,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,4,0,41375,82
308145.708854676,6496529.06879057,2020/01/07 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,3,5,0,40635,83
179218.814202631,6573672.10147548,2020/01/07 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,4,0,41004,84
254308.263522326,6428768.19464686,2020/01/07 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,3,3,0,40261,85
252130.854282409,6580252.15296222,2020/01/07 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,2,3,0,43993,86
308145.708854676,6496529.06879057,2020/01/08 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,2,3,0,40636,87
252130.854282409,6580252.15296222,2020/01/08 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,1,0,43994,88
276533.199859203,6318360.23321337,2020/01/08 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,2,2,0,42124,89
365014.383921328,6419907.29480295,2020/01/08 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,2,2,0,44365,90
391162.21911376,6509188.04991023,2020/01/08 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,2,2,0,44739,91
207996.0157676,6612807.4664509,2020/01/08 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,3,2,0,41750,92
342672.562119118,6512347.09158884,2020/01/08 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,2,2,0,42498,93
254308.263522326,6428768.19464686,2020/01/08 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,2,2,0,40262,94
263920.701552325,6626460.49089984,2020/01/08 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,3,2,0,42872,95
339168.224548946,6556262.08622229,2020/01/08 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,2,2,0,43246,96
440968.785684487,6495501.15758161,2020/01/08 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,2,2,0,43620,97
179218.814202631,6573672.10147548,2020/01/08 00:00:00+00,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,1,0,41005,98
294309.80934398,6538555.99784649,2020/01/08 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,2,0,41376,99
339168.224548946,6556262.08622229,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,3,2,0,43247,100
391162.21911376,6509188.04991023,2020/01/09 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,2,2,0,44740,101
440968.785684487,6495501.15758161,2020/01/09 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,2,1,0,43621,102
254308.263522326,6428768.19464686,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,1,0,40263,103
263920.701552325,6626460.49089984,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,3,1,0,42873,104
179218.814202631,6573672.10147548,2020/01/09 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,2,0,41006,105
365014.383921328,6419907.29480295,2020/01/09 00:00:00+00,2,Atmo HDF,Très bon,#00CCAA,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,2,2,0,44366,106
294309.80934398,6538555.99784649,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,2,0,41377,107
308145.708854676,6496529.06879057,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,3,1,0,40637,108
342672.562119118,6512347.09158884,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,3,2,0,42499,109
276533.199859203,6318360.23321337,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,3,2,0,42125,110
207996.0157676,6612807.4664509,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,3,2,0,41751,111
252130.854282409,6580252.15296222,2020/01/09 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,1,0,43995,112
207996.0157676,6612807.4664509,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,3,3,0,41752,113
276533.199859203,6318360.23321337,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,3,2,0,42126,114
254308.263522326,6428768.19464686,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,3,2,0,40264,115
308145.708854676,6496529.06879057,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,3,3,0,40638,116
365014.383921328,6419907.29480295,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,2,0,44367,117
391162.21911376,6509188.04991023,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,3,2,0,44741,118
342672.562119118,6512347.09158884,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,3,2,0,42500,119
339168.224548946,6556262.08622229,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,3,2,0,43248,120
252130.854282409,6580252.15296222,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,3,2,0,43996,121
179218.814202631,6573672.10147548,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,3,2,0,41007,122
294309.80934398,6538555.99784649,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,3,2,0,41378,123
440968.785684487,6495501.15758161,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,3,2,0,43622,124
263920.701552325,6626460.49089984,2020/01/10 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,3,3,0,42874,125
